"Year","Mean","Min","Max","Type"
2006,9.75670205479451,9.41479452054794,10.2480931506849,"RCP85"
2007,10.1535390410959,9.82763835616438,10.5011232876712,"RCP85"
2008,9.84250956284153,9.67289344262295,10.1340573770492,"RCP85"
2009,9.78141643835617,9.46745205479452,10.1254767123288,"RCP85"
2010,9.87078356164386,9.44438356164384,10.2651150684932,"RCP85"
2011,10.1591732876712,9.94118630136986,10.2554794520548,"RCP85"
2012,10.2606086065574,9.89600819672131,10.6406639344262,"RCP85"
2013,10.1326246575342,9.60807397260274,10.5106739726027,"RCP85"
2014,9.81834041095891,9.53157534246575,10.2047671232877,"RCP85"
2015,9.87779109589042,9.60638630136986,10.1263506849315,"RCP85"
2016,9.87727049180327,9.70640710382514,10.2632732240437,"RCP85"
2017,9.85926438356164,9.60228767123288,10.3879917808219,"RCP85"
2018,9.63259520547945,8.92721095890411,10.2333808219178,"RCP85"
2019,9.81322808219179,9.65744931506849,10.0324465753425,"RCP85"
2020,9.84884426229509,9.68646174863388,10.1564016393443,"RCP85"
2021,9.75169726027397,9.52234246575343,9.98720547945205,"RCP85"
2022,9.96039178082192,9.82702191780822,10.1540876712329,"RCP85"
2023,9.96028904109588,9.66108493150685,10.2710328767123,"RCP85"
2024,9.75574316939892,9.49945901639344,10.2253278688525,"RCP85"
2025,9.81475616438356,9.5030904109589,10.0370904109589,"RCP85"
2026,9.96807465753423,9.83036712328767,10.1487643835616,"RCP85"
2027,10.0752945205479,9.87417534246575,10.1902849315068,"RCP85"
2028,9.79515232240438,9.38493715846995,10.0669617486339,"RCP85"
2029,9.94482191780823,9.76498630136986,10.1564356164384,"RCP85"
2030,9.86748767123287,9.51259178082192,10.2073698630137,"RCP85"
2031,9.72079178082192,9.35759178082192,10.1610109589041,"RCP85"
2032,9.92890095628416,9.77168032786885,10.0894508196721,"RCP85"
2033,9.97784041095892,9.93252054794521,10.0419863013699,"RCP85"
2034,9.78103287671233,9.22847945205479,10.1181205479452,"RCP85"
2035,9.76557397260275,9.13147945205479,10.2574054794521,"RCP85"
2036,9.75685450819673,9.21744535519126,10.2954972677596,"RCP85"
2037,9.97984246575341,9.7750904109589,10.1626520547945,"RCP85"
2038,9.45378630136986,9.3075698630137,9.57439178082192,"RCP85"
2039,9.5762705479452,9.44139452054795,9.7606301369863,"RCP85"
2040,9.56784153005464,9.22925956284153,9.83443989071038,"RCP85"
2041,9.59193424657534,9.05776164383562,10.2059506849315,"RCP85"
2042,9.60619589041096,9.46973150684932,9.76373698630137,"RCP85"
2043,9.41088630136986,8.26141643835616,9.93621095890411,"RCP85"
2044,9.80500956284154,9.28811202185792,10.1247431693989,"RCP85"
2045,9.69898630136986,9.43465205479452,10.2174904109589,"RCP85"
2046,9.61136575342466,9.34766301369863,9.89762739726027,"RCP85"
2047,9.43688082191781,9.0534904109589,9.91324931506849,"RCP85"
2048,9.59850478142077,9.09450819672131,10.2477568306011,"RCP85"
2049,9.7472890410959,9.31103835616438,10.2616082191781,"RCP85"
2050,9.38704657534247,8.77557260273973,9.7112602739726,"RCP85"
2051,9.60967945205479,9.56132328767123,9.67367123287671,"RCP85"
2052,9.42872677595629,8.69613387978142,9.89994535519126,"RCP85"
2053,9.4720801369863,8.68538356164384,9.86806301369863,"RCP85"
2054,9.49526849315069,8.78207671232877,9.9683397260274,"RCP85"
2055,9.4747698630137,8.73837808219178,9.79145205479452,"RCP85"
2056,9.65284084699453,9.2107650273224,9.98975683060109,"RCP85"
2057,9.33249246575344,8.85224383561644,10.0325863013699,"RCP85"
2058,9.03730479452055,8.78745205479452,9.33172602739726,"RCP85"
2059,8.9094897260274,8.42114794520548,9.32458904109589,"RCP85"
2060,9.05435109289618,8.74571857923497,9.65767759562842,"RCP85"
2061,9.00686438356164,8.46147945205479,9.67719452054794,"RCP85"
2062,9.02012465753425,8.11498630136986,9.91219452054795,"RCP85"
2063,9.03822123287671,8.31333150684931,9.60545479452055,"RCP85"
2064,8.97788729508197,8.56879781420765,9.37063387978142,"RCP85"
2065,9.26321232876713,8.26087945205479,10.1499753424658,"RCP85"
2066,9.22693013698629,8.1586904109589,10.4746931506849,"RCP85"
2067,9.06599452054796,8.40239452054795,10.5855260273973,"RCP85"
2068,9.03045081967213,7.84001366120219,10.2830655737705,"RCP85"
2069,9.35154657534246,8.69319452054794,9.70847945205479,"RCP85"
2070,8.9737095890411,8.51167945205479,10.0297589041096,"RCP85"
2071,8.56055342465753,7.06050410958904,10.2723616438356,"RCP85"
2072,9.20893101092896,8.92033606557377,9.57706830601093,"RCP85"
2073,8.85993287671233,8.54221369863014,9.57267397260274,"RCP85"
2074,8.49402808219178,7.49282465753425,10.4447616438356,"RCP85"
2075,9.20556712328766,8.4173095890411,10.5202328767123,"RCP85"
2076,9.01744808743169,8.44879781420765,10.1291475409836,"RCP85"
2077,8.4279294520548,7.60866575342466,10.0221287671233,"RCP85"
2078,7.83546849315069,7.01971780821918,9.57669863013699,"RCP85"
2079,7.94816917808219,6.83639452054795,9.79016712328767,"RCP85"
2080,8.26315915300546,7.39301366120219,9.2990218579235,"RCP85"
2081,8.27880547945206,7.26226849315069,9.33205205479452,"RCP85"
2082,8.22802328767123,7.36251232876712,10.0707890410959,"RCP85"
2083,8.3462602739726,6.90755890410959,10.1247397260274,"RCP85"
2084,8.44295013661202,7.57802459016393,9.10936885245902,"RCP85"
2085,8.53008630136986,7.85471780821918,9.97698082191781,"RCP85"
2086,8.95804178082193,8.16348219178082,10.0959452054795,"RCP85"
2087,8.17411438356164,7.20796438356164,9.36386849315068,"RCP85"
2088,8.21559016393442,7.17507650273224,9.03091256830601,"RCP85"
2089,8.18688767123287,7.38700821917808,8.98692602739726,"RCP85"
2090,8.31911301369863,7.81198630136986,9.22741643835616,"RCP85"
2091,7.63263835616439,6.52958356164384,9.85551232876712,"RCP85"
2092,7.97330396174863,6.60918032786885,9.33924863387978,"RCP85"
2093,7.88861917808219,7.16508767123288,9.4339095890411,"RCP85"
2094,8.32313835616438,6.18102465753425,10.2764410958904,"RCP85"
2095,7.85717397260274,6.88621095890411,9.61042739726027,"RCP85"
2096,7.33302527322404,5.61849726775956,9.24678142076503,"RCP85"
2097,7.43082876712329,5.95995616438356,9.50930684931507,"RCP85"
2098,7.45137191780822,6.21260547945205,10.2509890410959,"RCP85"
2099,6.50635342465753,5.41032876712329,9.36906301369863,"RCP85"
