"Year","Mean","Min","Max","Type"
2006,9.62275584846373,9.24311553511361,10.2317439928601,"Current withdrawal"
2007,10.1191214038847,9.74082640553311,10.4810568671731,"Current withdrawal"
2008,9.86252026368977,9.70839560965602,10.1404896973818,"Current withdrawal"
2009,9.63166356013265,9.4320272546737,9.93453166461496,"Current withdrawal"
2010,9.83848131198972,9.40672714842415,10.2212102581522,"Current withdrawal"
2011,10.1361459387252,9.91318134573304,10.273290182509,"Current withdrawal"
2012,10.2332073246402,9.89386341961853,10.5654802698145,"Current withdrawal"
2013,10.0760823094421,9.51355819979543,10.5024496432492,"Current withdrawal"
2014,9.73672473033915,9.32495232248823,10.1566932552504,"Current withdrawal"
2015,9.81853567245235,9.3671744045216,10.2011846174995,"Current withdrawal"
2016,9.76645589419884,9.48313921381937,10.2789386400215,"Current withdrawal"
2017,9.85041961074278,9.58305430144529,10.4337049224364,"Current withdrawal"
2018,9.61695473899025,8.88770729877217,10.2599213242193,"Current withdrawal"
2019,9.75614653467743,9.64068648870076,10.081492743931,"Current withdrawal"
2020,9.80117439142585,9.57564537654909,10.0218811677085,"Current withdrawal"
2021,9.72681920645976,9.52705748120551,10.0232250069618,"Current withdrawal"
2022,9.97714549442122,9.76923617432078,10.1962402869097,"Current withdrawal"
2023,9.95902795125776,9.65185997674259,10.3126409153953,"Current withdrawal"
2024,9.74648410959243,9.38568790938865,10.3795553232999,"Current withdrawal"
2025,9.79263258755405,9.45274708470079,9.99359680957129,"Current withdrawal"
2026,9.98266467863406,9.8846853215513,10.1577341259299,"Current withdrawal"
2027,10.066446059321,9.84556970775443,10.256857032566,"Current withdrawal"
2028,9.79754464125266,9.3797266676009,10.1028250187675,"Current withdrawal"
2029,9.96479944315882,9.77957327158452,10.2255905860832,"Current withdrawal"
2030,9.86686043650558,9.44968890142434,10.2391804697157,"Current withdrawal"
2031,9.73289921189917,9.31835068144905,10.192810952539,"Current withdrawal"
2032,9.96572790396507,9.78591191489362,10.1598975170232,"Current withdrawal"
2033,9.98079173145146,9.81832988185318,10.1045237503452,"Current withdrawal"
2034,9.7058106265419,9.11636,10.0165348466746,"Current withdrawal"
2035,9.74125687635158,9.1406820228611,10.1642598409543,"Current withdrawal"
2036,9.71365334292964,9.17872415224913,10.383027898062,"Current withdrawal"
2037,9.90007434035263,9.53589510582011,10.1856700264146,"Current withdrawal"
2038,9.38704213652471,9.16100059472676,9.56930772442589,"Current withdrawal"
2039,9.58966020494226,9.44805549366384,9.72457546360457,"Current withdrawal"
2040,9.5239011836341,9.0141962350653,10.0154807555239,"Current withdrawal"
2041,9.55204702398672,8.93905076360508,10.1730176804328,"Current withdrawal"
2042,9.57424651519604,9.38757877327964,9.82275101186322,"Current withdrawal"
2043,9.35447080648257,8.10501857070598,9.85458108999736,"Current withdrawal"
2044,9.87176419980086,9.29534470792366,10.2078781865966,"Current withdrawal"
2045,9.74092071077225,9.45184065365276,10.202383353104,"Current withdrawal"
2046,9.6562433226104,9.33250957803963,9.95801379110111,"Current withdrawal"
2047,9.35568934169531,9.05874190433749,9.67884440789474,"Current withdrawal"
2048,9.51050338273804,8.893698482933,9.95866054203032,"Current withdrawal"
2049,9.74908175921917,9.25752869344251,10.1601655031612,"Current withdrawal"
2050,9.32952857499533,8.76370153823178,9.70507767402377,"Current withdrawal"
2051,9.6517281752757,9.55420303392617,9.76703035030492,"Current withdrawal"
2052,9.39969622120336,8.67223809875268,9.76971361008933,"Current withdrawal"
2053,9.42063804576469,8.58549769448163,9.81403958140528,"Current withdrawal"
2054,9.46467342710119,8.73031726607969,9.89544530684733,"Current withdrawal"
2055,9.41287160219233,8.59686242329099,9.75378048597006,"Current withdrawal"
2056,9.64694223056838,9.2100264395667,10.0183640327795,"Current withdrawal"
2057,9.31753040908422,8.76278313253012,10.0180259834232,"Current withdrawal"
2058,9.01295208287186,8.76561485319516,9.28430202445116,"Current withdrawal"
2059,8.85401137602478,8.43116838046273,9.29316661613099,"Current withdrawal"
2060,8.96824456274811,8.50660304851868,9.44559158156586,"Current withdrawal"
2061,8.93898249613061,8.35677304314624,9.55948628428928,"Current withdrawal"
2062,9.03546532110959,8.19359388646288,9.73305640823823,"Current withdrawal"
2063,9.03122345508521,8.32232548657589,9.73397548948513,"Current withdrawal"
2064,8.98515879356152,8.39039446015517,9.45041390049373,"Current withdrawal"
2065,9.30849464659471,8.28286305267766,10.1777310068349,"Current withdrawal"
2066,9.2485402576583,8.19591824037476,10.5671469468155,"Current withdrawal"
2067,8.97758727990863,8.37431142249285,10.6802358193277,"Current withdrawal"
2068,9.10491221258988,7.9694210199969,10.3495120529281,"Current withdrawal"
