"Period","Rcp","Temp"
"Period 45-59","RCP6.0",10.3051301369863
"Period 45-59","RCP8.5",10.5138835616438
"Period 45-59","RCP8.5",10.6445684931507
"Period 45-59","RCP8.5",11.0109315068493
"Period 45-59","RCP8.5",10.0617691256831
"Period 45-59","RCP8.5",10.6661643835616
"Period 45-59","RCP8.5",10.8236095890411
"Period 45-59","RCP8.5",10.9333767123288
"Period 45-59","RCP8.5",11.0993647540984
"Period 45-59","RCP8.5",10.9520616438356
"Period 45-59","RCP8.5",10.6397397260274
"Period 45-59","RCP8.5",11.0351232876712
"Period 45-59","RCP8.5",10.6581352459016
"Period 45-59","RCP8.5",11.179904109589
"Period 45-59","RCP8.5",11.6957054794521
"Period 45-59","RCP8.5",11.596198630137
"Period 85-99","RCP2.6",10.4873356164384
"Period 85-99","RCP2.6",10.3041301369863
"Period 85-99","RCP2.6",10.2089315068493
"Period 85-99","RCP2.6",9.93808743169399
"Period 85-99","RCP2.6",9.71878767123288
"Period 85-99","RCP2.6",10.4221575342466
"Period 85-99","RCP2.6",10.1213698630137
"Period 85-99","RCP2.6",10.3996174863388
"Period 85-99","RCP2.6",10.2894383561644
"Period 85-99","RCP2.6",10.3718356164384
"Period 85-99","RCP2.6",10.7634794520548
"Period 85-99","RCP2.6",9.98407786885246
"Period 85-99","RCP2.6",10.8495205479452
"Period 85-99","RCP2.6",10.5380753424658
"Period 85-99","RCP2.6",10.9498150684931
"Period 85-99","RCP6.0",11.022602739726
"Period 85-99","RCP6.0",10.9073904109589
"Period 85-99","RCP6.0",10.6929315068493
"Period 85-99","RCP6.0",11.2734972677596
"Period 85-99","RCP6.0",11.2802328767123
"Period 85-99","RCP6.0",11.1941232876712
"Period 85-99","RCP6.0",11.5396849315068
"Period 85-99","RCP6.0",11.1183196721311
"Period 85-99","RCP6.0",11.1159589041096
"Period 85-99","RCP6.0",10.9249794520548
"Period 85-99","RCP6.0",11.2952397260274
"Period 85-99","RCP6.0",10.8476161202186
"Period 85-99","RCP6.0",11.2942534246575
"Period 85-99","RCP6.0",10.8352465753425
"Period 85-99","RCP6.0",11.0578424657534
"Period 85-99","RCP8.5",11.9836301369863
"Period 85-99","RCP8.5",11.9954931506849
"Period 85-99","RCP8.5",12.4044246575342
"Period 85-99","RCP8.5",12.3485450819672
"Period 85-99","RCP8.5",12.5642260273973
"Period 85-99","RCP8.5",12.1841369863014
"Period 85-99","RCP8.5",13.0987054794521
"Period 85-99","RCP8.5",12.7267008196721
"Period 85-99","RCP8.5",12.3671575342466
"Period 85-99","RCP8.5",11.8087191780822
"Period 85-99","RCP8.5",12.6970205479452
"Period 85-99","RCP8.5",12.645218579235
"Period 85-99","RCP8.5",12.7078287671233
"Period 85-99","RCP8.5",12.531595890411
"Period 85-99","RCP8.5",12.839301369863
