"Year","Mean","Min","Max","Type"
2037,4.89014383561644,4.5661095890411,5.38764383561644,"Current withdrawal"
2038,5.25981506849315,5.11216438356164,5.39882191780822,"Current withdrawal"
2039,5.00628082191781,4.814,5.27378082191781,"Current withdrawal"
2040,5.13274590163934,4.65890710382514,5.61393442622951,"Current withdrawal"
2041,5.15797945205479,4.85350684931507,5.92605479452055,"Current withdrawal"
2042,5.10695205479452,4.71301369863014,5.35331506849315,"Current withdrawal"
2043,5.45161643835616,5.04295890410959,6.59676712328767,"Current withdrawal"
2044,4.81281420765027,4.59560109289617,5.09215846994536,"Current withdrawal"
2045,4.9458698630137,4.69893150684932,5.41076712328767,"Current withdrawal"
2046,4.94295890410959,4.76117808219178,5.19021917808219,"Current withdrawal"
2047,5.41435616438356,5.24408219178082,5.49243835616438,"Current withdrawal"
2048,4.94263661202186,4.53103825136612,5.56445355191257,"Current withdrawal"
2049,4.91281506849315,4.51219178082192,5.34249315068493,"Current withdrawal"
2050,5.37833561643836,5.03706849315069,5.89271232876712,"Current withdrawal"
2051,4.97691095890411,4.47613698630137,5.322,"Current withdrawal"
2052,5.29440573770492,4.93622950819672,6.17904371584699,"Current withdrawal"
2053,5.35214383561644,4.99657534246575,6.13164383561644,"Current withdrawal"
2054,5.25756164383562,4.78260273972603,5.98619178082192,"Current withdrawal"
2055,5.21402054794521,4.76758904109589,5.91284931506849,"Current withdrawal"
2056,5.09369535519126,4.63724043715847,5.73204918032787,"Current withdrawal"
2057,5.47485616438356,5.02,5.77282191780822,"Current withdrawal"
2058,5.40817123287671,5.01378082191781,5.85394520547945,"Current withdrawal"
2059,5.84286301369863,5.34364383561644,6.19797260273973,"Current withdrawal"
2060,5.7615368852459,5.45912568306011,6.11997267759563,"Current withdrawal"
2061,5.68327397260274,5.50394520547945,6.04046575342466,"Current withdrawal"
2062,5.44423287671233,5.13646575342466,5.76150684931507,"Current withdrawal"
2063,5.53896575342466,4.81331506849315,6.23619178082192,"Current withdrawal"
2064,5.60685109289618,5.02360655737705,6.37554644808743,"Current withdrawal"
2065,5.23525342465753,4.44991780821918,6.31372602739726,"Current withdrawal"
2066,5.33891095890411,4.25934246575342,6.25641095890411,"Current withdrawal"
2067,5.64921917808219,4.16405479452055,6.21161643835616,"Current withdrawal"
2068,5.44484289617486,4.22590163934426,6.48062841530055,"Current withdrawal"
2069,5.34011643835616,5.0852602739726,5.5733698630137,"Current withdrawal"
2070,5.4965,4.49317808219178,5.93416438356164,"Current withdrawal"
2071,5.97167123287671,4.3441095890411,7.46967123287671,"Current withdrawal"
2072,5.42934426229508,5.21377049180328,5.65199453551913,"Current withdrawal"
2073,5.65758904109589,5.15890410958904,6.12969863013699,"Current withdrawal"
2074,5.78591780821918,4.29687671232877,6.94816438356164,"Current withdrawal"
2075,5.27114383561644,4.17443835616438,6.06613698630137,"Current withdrawal"
2076,5.52052595628415,4.46349726775956,6.26918032786885,"Current withdrawal"
2077,6.06009589041096,4.7898904109589,6.8872602739726,"Current withdrawal"
2078,6.80756164383562,5.15112328767123,7.4993698630137,"Current withdrawal"
2079,6.56348630136986,5.20260273972603,7.29460273972603,"Current withdrawal"
2080,6.16351092896175,5.52532786885246,6.81428961748634,"Current withdrawal"
2081,6.08565068493151,5.00123287671233,7.00342465753425,"Current withdrawal"
2082,6.24571232876712,4.70449315068493,7.28145205479452,"Current withdrawal"
2083,6.02148630136986,4.70449315068493,7.32309589041096,"Current withdrawal"
2084,5.95151639344262,5.38956284153005,6.63841530054645,"Current withdrawal"
2085,5.96724657534247,4.82112328767123,6.52991780821918,"Current withdrawal"
2086,5.5693904109589,4.6347397260274,6.32493150684931,"Current withdrawal"
2087,6.35071917808219,5.32956164383562,7.4578904109589,"Current withdrawal"
2088,6.13702868852459,5.37133879781421,6.90595628415301,"Current withdrawal"
2089,6.13459589041096,5.59928767123288,7.16671232876712,"Current withdrawal"
2090,5.74104109589041,5.19238356164384,6.26424657534247,"Current withdrawal"
2091,6.54441095890411,4.86408219178082,7.50783561643836,"Current withdrawal"
2092,6.34754098360656,5.28374316939891,7.11021857923497,"Current withdrawal"
2093,6.2138904109589,4.93057534246575,7.57021917808219,"Current withdrawal"
2094,5.94629452054795,4.50298630136986,7.5866301369863,"Current withdrawal"
2095,6.29784931506849,5.1347397260274,7.57249315068493,"Current withdrawal"
2096,6.64190573770492,5.40729508196721,8.03562841530055,"Current withdrawal"
2097,6.71569863013699,5.2192602739726,7.46424657534247,"Current withdrawal"
2098,6.70547945205479,4.59432876712329,8.1246301369863,"Current withdrawal"
2099,7.39910273972603,5.54816438356164,8.37328767123288,"Current withdrawal"
2006,4.3783904109589,4.14912328767123,4.66243835616438,"Surface withdrawal"
2007,4.26633561643836,4.20082191780822,4.35095890410959,"Surface withdrawal"
2008,4.39094262295082,4.19677595628415,4.50311475409836,"Surface withdrawal"
2009,4.62768493150685,4.44646575342466,4.82564383561644,"Surface withdrawal"
2010,4.43215068493151,4.2861095890411,4.5501095890411,"Surface withdrawal"
2011,4.40612328767123,4.1733698630137,4.61769863013699,"Surface withdrawal"
2012,4.35139344262295,4.1746174863388,4.65377049180328,"Surface withdrawal"
2013,4.33902739726027,4.17668493150685,4.5392602739726,"Surface withdrawal"
2014,4.44949315068493,4.33709589041096,4.56353424657534,"Surface withdrawal"
2015,4.38700684931507,4.20284931506849,4.62052054794521,"Surface withdrawal"
2016,4.38873633879781,4.2020218579235,4.54314207650273,"Surface withdrawal"
2017,4.41461643835616,4.28939726027397,4.71438356164384,"Surface withdrawal"
2018,4.61267123287671,4.41712328767123,4.83312328767123,"Surface withdrawal"
2019,4.60617808219178,4.21794520547945,4.94487671232877,"Surface withdrawal"
2020,4.40880464480874,4.31229508196721,4.51188524590164,"Surface withdrawal"
2021,4.39892465753425,4.15890410958904,4.6666301369863,"Surface withdrawal"
2022,4.47793150684932,4.36145205479452,4.52778082191781,"Surface withdrawal"
2023,4.32802054794521,4.20071232876712,4.43424657534247,"Surface withdrawal"
2024,4.54063524590164,4.18857923497268,4.94188524590164,"Surface withdrawal"
2025,4.54658219178082,4.36104109589041,4.89764383561644,"Surface withdrawal"
2026,4.31573287671233,4.23216438356164,4.42616438356164,"Surface withdrawal"
2027,4.24313698630137,4.15830136986301,4.3,"Surface withdrawal"
2028,4.50258196721311,4.19644808743169,4.67620218579235,"Surface withdrawal"
2029,4.42358219178082,4.17153424657534,4.60306849315069,"Surface withdrawal"
2030,4.50255479452055,4.40068493150685,4.59876712328767,"Surface withdrawal"
2031,4.44013698630137,4.21416438356164,4.76769863013699,"Surface withdrawal"
2032,4.38575819672131,4.31125683060109,4.56811475409836,"Surface withdrawal"
2033,4.45188356164384,4.25621917808219,4.71287671232877,"Surface withdrawal"
2034,4.55902739726027,4.25016438356164,4.84843835616438,"Surface withdrawal"
2035,4.52932191780822,4.34421917808219,4.92219178082192,"Surface withdrawal"
2036,4.5196174863388,4.18614754098361,5.06625683060109,"Surface withdrawal"
2037,4.26050684931507,4.22008219178082,4.31695890410959,"Surface withdrawal"
2038,4.49440410958904,4.39805479452055,4.60854794520548,"Surface withdrawal"
2039,4.45310273972603,4.20227397260274,4.81712328767123,"Surface withdrawal"
2040,4.41566256830601,4.23407103825137,4.73021857923497,"Surface withdrawal"
2041,4.51608904109589,4.26095890410959,5.17953424657534,"Surface withdrawal"
2042,4.40767123287671,4.262,4.68186301369863,"Surface withdrawal"
2043,4.6806095890411,4.15484931506849,5.51295890410959,"Surface withdrawal"
2044,4.33381830601093,4.23092896174863,4.43161202185792,"Surface withdrawal"
2045,4.40938356164384,4.18452054794521,4.76172602739726,"Surface withdrawal"
2046,4.3482602739726,4.13561643835616,4.52287671232877,"Surface withdrawal"
2047,4.45851369863014,4.34,4.70484931506849,"Surface withdrawal"
2048,4.43655054644809,4.28265027322404,4.5474043715847,"Surface withdrawal"
2049,4.37832191780822,4.12838356164384,4.52032876712329,"Surface withdrawal"
2050,4.45695890410959,4.25775342465753,4.75364383561644,"Surface withdrawal"
2051,4.38057534246575,4.15616438356164,4.55484931506849,"Surface withdrawal"
2052,4.52730191256831,4.19243169398907,5.29486338797814,"Surface withdrawal"
2053,4.5931301369863,4.24846575342466,5.37528767123288,"Surface withdrawal"
2054,4.56641095890411,4.29156164383562,5.01002739726027,"Surface withdrawal"
2055,4.41896575342466,4.22706849315068,4.82627397260274,"Surface withdrawal"
2056,4.51225409836066,4.16338797814208,5.08647540983607,"Surface withdrawal"
2057,4.6245,4.22490410958904,5.15816438356164,"Surface withdrawal"
2058,4.58641780821918,4.26194520547945,4.99416438356164,"Surface withdrawal"
2059,4.73177397260274,4.42021917808219,5.13246575342466,"Surface withdrawal"
2060,4.9495150273224,4.61150273224044,5.20800546448087,"Surface withdrawal"
2061,4.67965068493151,4.36369863013699,4.93279452054795,"Surface withdrawal"
2062,4.53256164383562,4.30635616438356,4.95975342465753,"Surface withdrawal"
2063,4.58974657534247,4.45495890410959,4.72646575342466,"Surface withdrawal"
2064,4.7877868852459,4.24344262295082,5.13142076502732,"Surface withdrawal"
2065,4.55675342465753,4.23312328767123,5.31260273972603,"Surface withdrawal"
2066,4.49029452054794,4.17153424657534,4.91660273972603,"Surface withdrawal"
2067,4.80163698630137,4.09520547945205,5.25528767123288,"Surface withdrawal"
2068,4.62019808743169,4.13672131147541,5.15153005464481,"Surface withdrawal"
2069,4.6936301369863,4.41997260273973,5.27545205479452,"Surface withdrawal"
2070,4.5858904109589,4.43054794520548,4.80745205479452,"Surface withdrawal"
2071,4.95347260273973,4.24956164383562,5.65350684931507,"Surface withdrawal"
2072,4.52924863387978,4.45322404371585,4.66472677595628,"Surface withdrawal"
2073,4.72715068493151,4.44232876712329,5.19561643835616,"Surface withdrawal"
2074,4.44308904109589,4.25769863013699,4.91956164383562,"Surface withdrawal"
2075,4.45488356164384,4.13030136986301,4.76150684931507,"Surface withdrawal"
2076,4.59870218579235,4.20377049180328,5.1398087431694,"Surface withdrawal"
2077,4.91218493150685,4.27238356164384,5.9912602739726,"Surface withdrawal"
2078,5.40293835616438,4.89841095890411,5.8007397260274,"Surface withdrawal"
2079,5.53645890410959,4.57304109589041,6.04794520547945,"Surface withdrawal"
2080,4.96488387978142,4.48959016393443,5.47196721311475,"Surface withdrawal"
2081,4.8571095890411,4.30117808219178,5.89591780821918,"Surface withdrawal"
2082,5.09502739726027,4.35791780821918,5.87405479452055,"Surface withdrawal"
2083,4.91359589041096,4.13391780821918,6.31756164383562,"Surface withdrawal"
2084,4.69025956284153,4.35005464480874,4.95844262295082,"Surface withdrawal"
2085,4.82334246575343,4.31224657534247,5.08375342465753,"Surface withdrawal"
2086,4.53996575342466,4.14739726027397,4.91619178082192,"Surface withdrawal"
2087,5.12591095890411,4.52249315068493,5.74728767123288,"Surface withdrawal"
2088,5.00339480874317,4.41415300546448,5.6375956284153,"Surface withdrawal"
2089,4.94295205479452,4.48175342465753,5.20084931506849,"Surface withdrawal"
2090,4.69167123287671,4.35986301369863,5.3292602739726,"Surface withdrawal"
2091,4.93354794520548,4.31720547945205,5.81405479452055,"Surface withdrawal"
2092,5.16491803278689,4.62005464480874,5.87207650273224,"Surface withdrawal"
2093,4.93770547945206,4.45838356164384,5.59994520547945,"Surface withdrawal"
2094,4.68294520547945,4.23632876712329,5.66808219178082,"Surface withdrawal"
2095,4.95460273972603,4.36093150684932,6.08997260273973,"Surface withdrawal"
2096,5.45064207650273,4.67005464480874,6.70325136612022,"Surface withdrawal"
2097,5.41347260273973,4.51120547945205,6.02290410958904,"Surface withdrawal"
2098,5.46622602739726,4.21909589041096,6.8021095890411,"Surface withdrawal"
2099,5.58106164383562,4.53917808219178,6.04383561643836,"Surface withdrawal"
